,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Yahoo Entertainment'}",Amalya Dubrovsky,"Stock market today: Dow, S&P 500 slip as Trump stays firm on August tariff deadline, announces copper duties",Investors are digesting Trump's stiff tariffs on imports from more than a dozen countries and delayed the return of sweeping April levies.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-slip-as-trump-stays-firm-on-august-tariff-deadline-announces-copper-duties-200133528.html,https://s.yimg.com/ny/api/res/1.2/p3YA7KY0N3ae.Jl978Nxag--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/b9f1ba60-5b55-11f0-beff-b7020af20aa9,2025-07-08T20:01:33Z,"US stocks finished mostly lower on Tuesday as Wall Street weighed President Trump's latest threats of stiff tariffs against his three-week reprieve on the return of sweeping ""Liberation Day"" duties.… [+10653 chars]"
11,"{'id': None, 'name': 'Forbes'}","Jason Kirsch, Contributor, 
 Jason Kirsch, Contributor
 https://www.forbes.com/sites/investor-hub/people/Jason-Kirsch/",5 Top Undervalued Stocks To Buy For July 2025,Looking for undervalued stocks? We identified the top undervalued stocks in July 2025. Check out the list here.,https://www.forbes.com/sites/investor-hub/article/best-undervalued-stocks-to-buy-july-2025/,https://imageio.forbes.com/specials-images/imageserve/6862ced7f4bd83a68028dc02/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-06-30T18:28:09Z,"The combination of reasonable valuations, strong competitive positions and clear catalysts for ... More future value recognition makes this group particularly attractive for long-term investors willi… [+16651 chars]"
12,"{'id': None, 'name': 'TribDem.com'}",Jake Oswalt joswalt@tribdem.com,Johnstown Collegiate Baseball League teams prime for playoffs,"JOHNSTOWN, Pa. – During the final quarter of the Johnstown Collegiate Baseball League regular season, teams are priming for the postseason that is set to begin July 18. Four of the five squads will advance to the best-of-5 semifinal series. The two winners wi…",https://www.tribdem.com/sports/johnstown-collegiate-baseball-league-teams-prime-for-playoffs/article_c5166d93-691a-477d-89e3-27e386130398.html,https://bloximages.chicago2.vip.townnews.com/tribdem.com/content/tncms/assets/v3/editorial/b/f9/bf96f964-100c-4884-82ee-fceb45d27051/686f176ea21e4.image.jpg?crop=1635%2C858%2C0%2C204&resize=1200%2C630&order=crop%2Cresize,2025-07-11T11:48:00Z,"JOHNSTOWN, Pa. During the final quarter of the Johnstown Collegiate Baseball League regular season, teams are priming for the postseason that is set to begin July 18.
Four of the five squads will ad… [+4728 chars]"
13,"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,Pfizer Inc. (NYSE: PFE) Price Prediction and Forecast 2025-2030 (July 2025),"Shares of Pfizer (NYSE: PFE) surged 8.24% over the past month, reducing the stock’s year-to-date loss to 5.02%. Over the past year, PFE has fallen by 8.75%. Recently, the FDA announced it will only be recommending COVID-19 vaccines for seniors aged 65 and old…",https://biztoc.com/x/2a2e3df76e50bf9f,https://biztoc.com/cdn/950/og.png,2025-07-04T13:13:22Z,"Shares of Pfizer (NYSE: PFE) surged 8.24% over the past month, reducing the stocks year-to-date loss to 5.02%. Over the past year, PFE has fallen by 8.75%. Recently, the FDA announced it will only be… [+143 chars]"
14,"{'id': None, 'name': 'Seeking Alpha'}",Wall Street Breakfast,"Wall Street Brunch: TSLA, GOOG Earnings And Fed Independence","Tesla expected to post double-digit declines in earnings, sales. Fed chief Powell speech in focus as central bank independence worries grow. Top tail risks and most crowded trades.",https://seekingalpha.com/article/4802529-wall-street-brunch-tsla-goog-earnings-and-fed-independence,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/869487498/image_869487498.jpg?io=getty-c-w1536,2025-07-20T17:38:00Z,"Drew Angerer
Listen below or on the go on Apple Podcasts and Spotify
Tesla expected to post double-digit declines in earnings, sales (1:48) Fed chief Powell speech in focus as central bank independ… [+7215 chars]"
15,"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,Morningstar Reduces Moat Rating For Pfizer (PFE) To Narrow,"In This Article:
Pfizer Inc. (NYSE:PFE) is one of the Best Large Cap Value Stocks to Invest In. Morningstar reduced its moat rating for the company to narrow due to the portfolio setbacks as well as policy risk. That being said, the firm also added that Pfize…",https://biztoc.com/x/0eafd881b2b67d44,https://biztoc.com/cdn/0eafd881b2b67d44_s.webp,2025-07-15T16:09:25Z,In This Article:Pfizer Inc. (NYSE:PFE) is one of the Best Large Cap Value Stocks to Invest In. Morningstar reduced its moat rating for the company to narrow due to the portfolio setbacks as well as p… [+140 chars]
16,"{'id': None, 'name': 'BBC News'}",,EU chief von der Leyen survives rare confidence vote,The outcome of the vote was not a surprise - but the fact it came about at all was not a positive signal for von der Leyen.,https://www.bbc.com/news/articles/cm2zym677j2o,https://ichef.bbci.co.uk/news/1024/branded_news/c7a3/live/2f1b42a0-5d83-11f0-960d-e9f1088a89fe.jpg,2025-07-10T13:01:26Z,"European Commission President Ursula von der Leyen has survived a confidence vote tabled by a far-right faction in the European Parliament.
Although the outcome was not a surprise, the fact that it … [+3571 chars]"
17,"{'id': None, 'name': 'Biztoc.com'}",tipranks.com,Bristol-Myers Squibb (BMY) and Pfizer (PFE) Stocks Jump on Eliquis Drug Discount,"An error has occurred
Your request was blocked by Link11 Web Application Security.
If you believe this is the result of an error, contact the administrator of
www.tipranks.com.
If you believe this is the result of an error, contact the administrator of
www.ti…",https://biztoc.com/x/32406a78cb5f5317,https://biztoc.com/cdn/950/og.png,2025-07-17T18:48:25Z,"An error has occurredYour request was blocked by Link11 Web Application Security.If you believe this is the result of an error, contact the administrator ofwww.tipranks.com.If you believe this is the… [+134 chars]"
18,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Pfizer Inc. (NYSE:PFE) Receives Average Recommendation of “Moderate Buy” from Brokerages,"Pfizer Inc. (NYSE:PFE – Get Free Report) has been assigned an average rating of “Moderate Buy” from the fifteen ratings firms that are presently covering the stock, Marketbeat.com reports. One equities research analyst has rated the stock with a sell rating, …",https://www.etfdailynews.com/2025/06/27/pfizer-inc-nysepfe-receives-average-recommendation-of-moderate-buy-from-brokerages/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/pfizer-inc-logo-1200x675.png?v=20221020143129&w=240&h=240&zc=2,2025-06-27T06:26:43Z,"Pfizer Inc. (NYSE:PFE – Get Free Report) has been assigned an average rating of “Moderate Buy” from the fifteen ratings firms that are presently covering the stock, Marketbeat.com reports. One equiti… [+4378 chars]"
19,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Pfizer Inc. (NYSE:PFE) Holdings Lifted by Bessemer Group Inc.,"Bessemer Group Inc. raised its position in Pfizer Inc. (NYSE:PFE – Free Report) by 11.1% during the first quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 132,478 shares …",https://www.etfdailynews.com/2025/06/28/pfizer-inc-nysepfe-holdings-lifted-by-bessemer-group-inc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/pfizer-inc-logo-1200x675.png?v=20221020143129&w=240&h=240&zc=2,2025-06-28T15:52:43Z,"Bessemer Group Inc. raised its position in Pfizer Inc. (NYSE:PFE – Free Report) by 11.1% during the first quarter, according to its most recent Form 13F filing with the Securities and Exchange Commis… [+5705 chars]"
20,"{'id': None, 'name': 'EURACTIV'}",Fernando Heller,Spanish centre-right leader ready to work with far-right Vox,"Spain’s PP (EPP) leader Alberto Núñez Feijóo signalled readiness to govern with far-right Vox, rejecting political isolation and calling their voters “deserving of respect”.",https://www.euractiv.com/section/politics/news/spanish-centre-right-leader-ready-to-work-with-far-right-vox/,https://www.euractiv.com/wp-content/uploads/sites/2/2025/07/GettyImages-2223802880.jpg,2025-07-07T04:13:24Z,"The Spanish opposition People's Party (PP) would not apply a cordon sanitaire to the far-right Vox party in government, PP leader Alberto Núñez Feijóo said on Sunday.
At the close of the two-day PP … [+1561 chars]"
21,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Dividend Stocks To Research – June 30th,"Direxion Daily TSLA Bull 2X Shares, NextEra Energy, Exxon Mobil, ProShares UltraPro Short QQQ, PepsiCo, Pfizer, and Ford Motor are the seven Dividend stocks to watch today, according to MarketBeat’s stock screener tool. Dividend stocks are shares of companies…",https://www.etfdailynews.com/2025/07/02/top-dividend-stocks-to-research-june-30th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/direxion-daily-tsla-bull-15x-shares-logo-1200x675.png?v=20230531075617&w=240&h=240&zc=2,2025-07-02T08:13:24Z,"Direxion Daily TSLA Bull 2X Shares, NextEra Energy, Exxon Mobil, ProShares UltraPro Short QQQ, PepsiCo, Pfizer, and Ford Motor are the seven Dividend stocks to watch today, according to MarketBeat’s … [+7429 chars]"
22,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Best Dividend Stocks To Consider – July 3rd,"Exxon Mobil, ProShares UltraPro Short QQQ, Direxion Daily TSLA Bull 2X Shares, Chevron, Ford Motor, AbbVie, and Pfizer are the seven Dividend stocks to watch today, according to MarketBeat’s stock screener tool. Dividend stocks are shares of companies that re…",https://www.etfdailynews.com/2025/07/05/best-dividend-stocks-to-consider-july-3rd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/exxon-mobil-co-logo-1200x675.png?v=20221020141849&w=240&h=240&zc=2,2025-07-05T07:47:16Z,"Exxon Mobil, ProShares UltraPro Short QQQ, Direxion Daily TSLA Bull 2X Shares, Chevron, Ford Motor, AbbVie, and Pfizer are the seven Dividend stocks to watch today, according to MarketBeat’s stock sc… [+7643 chars]"
23,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Pharmaceutical Stocks To Research – July 4th,"Eli Lilly and Company, AbbVie, Pfizer, Merck & Co., Inc., and Thermo Fisher Scientific are the five Pharmaceutical stocks to watch today, according to MarketBeat’s stock screener tool. Pharmaceutical stocks are shares of publicly traded companies involved in …",https://www.etfdailynews.com/2025/07/06/top-pharmaceutical-stocks-to-research-july-4th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/logo_eli_lilly-1200x675.jpg&w=240&h=240&zc=2,2025-07-06T05:36:58Z,"Eli Lilly and Company, AbbVie, Pfizer, Merck &amp; Co., Inc., and Thermo Fisher Scientific are the five Pharmaceutical stocks to watch today, according to MarketBeat’s stock screener tool. Pharmaceut… [+6709 chars]"
24,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Pfizer Inc. (NYSE:PFE) Receives Average Rating of “Hold” from Analysts,"Shares of Pfizer Inc. (NYSE:PFE – Get Free Report) have been given an average rating of “Hold” by the twenty-two analysts that are presently covering the firm, MarketBeat Ratings reports. One analyst has rated the stock with a sell rating, thirteen have assig…",https://www.etfdailynews.com/2025/07/22/pfizer-inc-nysepfe-receives-average-rating-of-hold-from-analysts/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/pfizer-inc-logo-1200x675.png?v=20221020143129&w=240&h=240&zc=2,2025-07-22T08:52:50Z,"Shares of Pfizer Inc. (NYSE:PFE – Get Free Report) have been given an average rating of “Hold” by the twenty-two analysts that are presently covering the firm, MarketBeat Ratings reports. One analyst… [+5390 chars]"
25,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Medical Stocks To Keep An Eye On – July 8th,"Eli Lilly and Company, UnitedHealth Group, ProKidney, Hims & Hers Health, Walmart, Pfizer, and Merck & Co., Inc. are the seven Medical stocks to watch today, according to MarketBeat’s stock screener tool. Medical stocks are shares of publicly traded companies…",https://www.etfdailynews.com/2025/07/10/top-medical-stocks-to-keep-an-eye-on-july-8th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/logo_eli_lilly-1200x675.jpg&w=240&h=240&zc=2,2025-07-10T06:44:43Z,"Eli Lilly and Company, UnitedHealth Group, ProKidney, Hims &amp; Hers Health, Walmart, Pfizer, and Merck &amp; Co., Inc. are the seven Medical stocks to watch today, according to MarketBeat’s stock s… [+8618 chars]"
26,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Medical Stocks To Follow Today – July 1st,"UnitedHealth Group, Hims & Hers Health, Eli Lilly and Company, Walmart, Pfizer, Merck & Co., Inc., and Johnson & Johnson are the seven Medical stocks to watch today, according to MarketBeat’s stock screener tool. Medical stocks are shares of publicly traded c…",https://www.etfdailynews.com/2025/07/03/medical-stocks-to-follow-today-july-1st/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/unitedhealth-group-incorporated-logo-1200x675.png?v=20221020135718&w=240&h=240&zc=2,2025-07-03T06:34:46Z,"UnitedHealth Group, Hims &amp; Hers Health, Eli Lilly and Company, Walmart, Pfizer, Merck &amp; Co., Inc., and Johnson &amp; Johnson are the seven Medical stocks to watch today, according to MarketBe… [+8561 chars]"
27,"{'id': None, 'name': 'Freerepublic.com'}",EU Observer,Von der Leyen snaps at far-right MEPs in EU debate about her unlikely ouster,"Far-right MEPs heckled EU Commission president Ursula von der Leyen while she called them names in Strasbourg on Monday (7 July), in a failed bid to oust her from her post. The level of shouting and jeering during von der Leyen's speech saw EU Parliament pres…",https://freerepublic.com/focus/f-bloggers/4327807/posts,,2025-07-09T22:39:56Z,"Skip to comments.
Von der Leyen snaps at far-right MEPs in EU debate about her unlikely ousterEU Observer ^
 | July 7, 2025
 | Andrew Rettman
Posted on 07/09/2025 3:39:56 PM PDT by MinorityRepubl… [+3045 chars]"
28,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Pharmaceutical Stocks To Research – July 12th,"MiNK Therapeutics, Eli Lilly and Company, Verona Pharma PLC American Depositary Share, Thermo Fisher Scientific, AbbVie, Pfizer, and Merck & Co., Inc. are the seven Pharmaceutical stocks to watch today, according to MarketBeat’s stock screener tool. Pharmaceu…",https://www.etfdailynews.com/2025/07/14/pharmaceutical-stocks-to-research-july-12th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/mink-therapeutics-inc-logo-1200x675.png?v=20211109071028&w=240&h=240&zc=2,2025-07-14T06:06:51Z,"MiNK Therapeutics, Eli Lilly and Company, Verona Pharma PLC American Depositary Share, Thermo Fisher Scientific, AbbVie, Pfizer, and Merck &amp; Co., Inc. are the seven Pharmaceutical stocks to watch… [+8664 chars]"
29,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Research Analysts Issue Forecasts for Pfizer FY2025 Earnings,"Pfizer Inc. (NYSE:PFE – Free Report) – Research analysts at Cantor Fitzgerald dropped their FY2025 earnings estimates for shares of Pfizer in a research report issued on Wednesday, July 9th. Cantor Fitzgerald analyst C. Gould now anticipates that the biopharm…",https://www.etfdailynews.com/2025/07/11/research-analysts-issue-forecasts-for-pfizer-fy2025-earnings/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/pfizer-inc-logo-1200x675.png?v=20221020143129&w=240&h=240&zc=2,2025-07-11T05:44:50Z,"Pfizer Inc. (NYSE:PFE – Free Report) – Research analysts at Cantor Fitzgerald dropped their FY2025 earnings estimates for shares of Pfizer in a research report issued on Wednesday, July 9th. Cantor F… [+5476 chars]"
30,"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Canadian Premium Sand Inc. Provides Operational Update,"CALGARY, Alberta, June 30, 2025 (GLOBE NEWSWIRE) — Canadian Premium Sand Inc. (“CPS” or the “Company”) (TSXV: CPS) is pleased to provide an operational update on development of its solar glass manufacturing plans. US Project The Company continues to advance d…",https://financialpost.com/globe-newswire/canadian-premium-sand-inc-provides-operational-update,,2025-06-30T11:02:32Z,The policy amendments in the US also propose rigorous regulations targeting Prohibited Foreign Entity (PFE). Companies with their principal place of business in China would be categorized as a PFEs i… [+5584 chars]
31,"{'id': 'associated-press', 'name': 'Associated Press'}",By JESSE BEDAYN and GENE JOHNSON - Associated Press,Bryan Kohberger pleads guilty to murder in stabbings of 4 Idaho students to avoid death penalty,Bryan Kohberger has pleaded guilty to murder in the stabbing deaths of four University of Idaho students. He entered the plea Wednesday in a deal with prosecutors that will allow him to avoid the death penalty. He had been set…,https://apnews.com/article/kohberger-idaho-students-slain-6626d7c53a08563cfa9df5123f41bd87,https://bloximages.chicago2.vip.townnews.com/thesunchronicle.com/content/tncms/assets/v3/editorial/5/36/53618038-0053-59c7-9373-b0b43942c27d/68656db8e1694.image.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,2025-07-02T18:16:00Z,"BOISE, Idaho (AP) Bryan Kohberger pleaded guilty to murder Wednesday in the brutal stabbing deaths of four University of Idaho students in 2022 that stunned and terrified the campus and set off a nat… [+5568 chars]"
32,"{'id': None, 'name': 'Expose-news.com'}",Rhoda Wilson,Austrian government admits that their covid policies caused mental health problems and tripled suicidal thoughts in children - The Expose,Freedom Party (FPÖ) Members of the Austrian Parliament have submitted 827 parliamentary written questions to the government regarding the covid pandemic and its management. The first answers to these written questions have been received. “The Government admit…,https://expose-news.com/2025/07/07/covid-policies-tripled-suicidal-thoughts-in-children/,https://expose-news.com/wp-content/uploads/2025/07/JulFeat7.png,2025-07-07T17:10:47Z,"Freedom Party (FPÖ) Members of the Austrian Parliament have submitted 827 parliamentary written questions to the government regarding the covid pandemic and its management.
The first answers to thes… [+22980 chars]"
