,source,author,title,description,url,urlToImage,publishedAt,content
24,"{'id': None, 'name': 'Investopedia'}",Aaron McDade,MP Materials Stock Surges 50% on Rare Earths Contract With Defense Department,Shares of MP Materials soared 50% in premarket trading Thursday after the rare earths miner announced a multibillion-dollar agreement with the Department of ...,https://www.investopedia.com/mp-materials-stock-surges-50-percent-on-rare-earths-contract-with-defense-department-11769526,https://s.yimg.com/ny/api/res/1.2/ccmeySInlk9DME.EOetTFA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/investopedia_245/50090356b98f2a4599cd5cf00f30cd19,2025-07-10T12:59:33Z,"Thomas Fuller / SOPA Images / LightRocket / Getty Images
 Shares of MP Materials have nearly doubled in value since the start of the year
<ul><li>MP Materials stock soared 50% in premarket trading … [+1734 chars]"
25,"{'id': None, 'name': 'Investopedia'}",Andrew Kessel,"BofA Is Looking for ‘Legal Clarity,’ as It Explores Stablecoin Initiatives, CEO Says","Bank of America CEO Brian Moynihan said the bank is exploring stablecoin initiatives, as Congress considers a bill that would allow private companies to...",https://www.investopedia.com/bofa-is-looking-for-legal-clarity-as-it-explores-stablecoin-initiatives-ceo-says-11773695,https://s.yimg.com/ny/api/res/1.2/dvJ5Ht0Rl2QvaH1IW8aZkg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/investopedia_245/170c46fba0e84b76743d5a1a647a4d2f,2025-07-16T22:35:11Z,"Bloomberg / Getty Images
 Executives from several big banks, including Bank of America, said this week they're working on stablecoin plans as Congress considers the GENIUS Act
<ul><li>Bank of Ameri… [+1889 chars]"
26,"{'id': None, 'name': 'Yahoo Entertainment'}",Brett LoGiurato,"Stock market today: Nasdaq climbs on Nvidia boost, Dow and S&P fall with CPI inflation, bank earnings in focus","Tech led US stocks on Tuesday as a key consumer inflation print showed inflation accelerated in June, big banks kicked off earnings season, and Nvidia was...",https://finance.yahoo.com/news/live/stock-market-today-nasdaq-climbs-on-nvidia-boost-dow-and-sp-fall-with-cpi-inflation-bank-earnings-in-focus-133530967.html,https://s.yimg.com/ny/api/res/1.2/3zbwb3XbewajSrPkAL12gQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/d92df8f0-60f8-11f0-bdf6-bf6f74acb059,2025-07-15T13:35:30Z,"Tech led US stocks on Tuesday as a key consumer inflation print showed inflation accelerated in June, big banks kicked off earnings season, and Nvidia (NVDA) looked set to receive a green light for t… [+9424 chars]"
27,"{'id': None, 'name': 'Yahoo Entertainment'}",Brett LoGiurato,"Stock market today: Nasdaq pops on Nvidia boost, while Dow slides after CPI inflation data, bank earnings","Tech led US stocks on Tuesday as a key consumer inflation print showed inflation accelerated in June, big banks kicked off earnings season, and Nvidia was...",https://finance.yahoo.com/news/live/stock-market-today-nasdaq-pops-on-nvidia-boost-while-dow-slides-after-cpi-inflation-data-bank-earnings-133530972.html,https://s.yimg.com/ny/api/res/1.2/3zbwb3XbewajSrPkAL12gQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/d92df8f0-60f8-11f0-bdf6-bf6f74acb059,2025-07-15T13:35:30Z,"Stocks were mixed Tuesday as a key consumer inflation print showed inflation accelerated in June, big banks kicked off earnings season, and Nvidia (NVDA) looked set to receive a green light for trade… [+9662 chars]"
28,"{'id': None, 'name': 'Yahoo Entertainment'}",Avi Kapoor,How To Earn $500 A Month From JPMorgan Stock Ahead Of Q2 Earnings,"As JPMorgan Chase & Co. (NYSE:JPM) prepares to unveil its second-quarter earnings on July 15, the financial world is bracing for a significant shift that...",https://finance.yahoo.com/news/earn-500-month-jpmorgan-stock-122542707.html,https://media.zenfs.com/en/Benzinga/e716ca33c0d7163ac16a3d88ceea14bc,2025-07-10T12:25:42Z,"As JPMorgan Chase &amp; Co. (NYSE:JPM) prepares to unveil its second-quarter earnings on July 15, the financial world is bracing for a significant shift that reflects broader economic trends. Over th… [+2417 chars]"
29,"{'id': None, 'name': 'Yahoo Entertainment'}",,JPMorgan Wants In on the Stablecoin Pie. Should You Buy JPM Stock First?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6ba560ff-9c6d-4682-a4ab-78eb7957f700,,2025-07-21T19:52:09Z,"If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
30,"{'id': None, 'name': 'Yahoo Entertainment'}",,"Citigroup Hikes JPMorgan Chase & Co. (JPM)’s Price Target To $275, Maintains Neutral Rating",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c402364b-a127-4425-ab26-cbba6e096c83,,2025-06-30T21:07:31Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
31,"{'id': None, 'name': 'CoinDesk'}","Will Canny, AI Boost","JPMorgan Sees Stablecoin Market Hitting $500B by 2028, Far Below Bullish Forecasts","88% of current stablecoin demand comes from crypto-native activity, with payments accounting for only 6%, the report said.",https://www.coindesk.com/markets/2025/07/03/jpmorgan-sees-stablecoin-market-hitting-500b-by-2028-far-below-bullish-forecasts,https://cdn.sanity.io/images/s3y3vcno/production/e06c27f2ab84d210db8d3080ec44277efc8841c6-1035x776.jpg,2025-07-03T11:54:03Z,"The stablecoin market is poised to grow to $500 billion by 2028, according to JPMorgan (JPM) strategists, a projection that falls well short of some of the more exuberant forecasts calling for a $1 t… [+2417 chars]"
32,"{'id': None, 'name': 'Barchart.com'}",Gavin McMaster,"Tariffs, Inflation and Other Key Things to Watch this Week",Markets enter the heart of earnings season with the S&P 500 facing a critical test as major financial institutions kick off quarterly results amid escalating...,https://www.barchart.com/story/news/33375945/tariffs-inflation-and-other-key-things-to-watch-this-week,https://s.yimg.com/ny/api/res/1.2/IHMpg.SuTkOpJxuUGmKwCw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTc-/https://media.zenfs.com/en/barchart_com_477/a3f8b7b175c2147da9ed22b631b9dee3,2025-07-13T17:00:03Z,"Magnifying glass showing the words Pre Market by Evan_huang via Shutterstock
Markets enter the heart of earnings season with the S&amp;P 500 ($SPX) (SPY) facing a critical test as major financial in… [+6545 chars]"
33,"{'id': None, 'name': 'Yahoo Entertainment'}",David Hollerith,Trading and dealmaking boosted Goldman profits as Wall Street overcame Trump tariff chaos,"Profits at Goldman Sachs surged from boosts in trading and dealmaking, the latest example of how big Wall Street banks were able to recover from the market...",https://finance.yahoo.com/news/trading-and-dealmaking-boosted-goldman-profits-as-wall-street-overcame-trump-tariff-chaos-112955970.html,https://s.yimg.com/ny/api/res/1.2/CQ1kf0i2s43JOnihGgaXXw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-04/5f7eefe0-fb1a-11ee-b67d-0dc3da146841,2025-07-16T11:29:55Z,"Profits at Goldman Sachs (GS) surged in the second quarter as the Wall Street giant benefited from a boost in trading and dealmaking, the latest example of how big banks were able to recover from the… [+2447 chars]"
34,"{'id': None, 'name': 'CoinDesk'}",Siamak Masnavi,Citigroup CEO Confirms the Bank Is ‘Looking at the Issuance of a Citi Stablecoin’,Jane Fraser told analysts the bank is evaluating stablecoin issuance and advancing tokenized deposit solutions as part of a broader digital finance strategy.,https://www.coindesk.com/markets/2025/07/15/citigroup-ceo-confirms-the-bank-is-looking-at-the-issuance-of-a-citi-stablecoin,https://s.yimg.com/ny/api/res/1.2/hen2mKKvv6rsGUbgS_J47A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/coindesk_75/5bf46585990477caa6f8f261f0d5efb8,2025-07-15T19:04:45Z,"Citigroup (C) CEO Jane Fraser said the banking giant is actively developing digital asset capabilities, including exploring the potential launch of its own stablecoin.
Fraser said that we are lookin… [+2254 chars]"
35,"{'id': None, 'name': 'Barchart.com'}",Neha Panjwani,What You Need to Know Ahead of Apollo Global Management's Earnings Release,"Apollo Global Management is expected to release its second-quarter earnings next month, with analysts anticipating double-digit bottom-line growth.",https://www.barchart.com/story/news/33528725/what-you-need-to-know-ahead-of-apollo-global-management-s-earnings-release,https://s.yimg.com/ny/api/res/1.2/FivDPiJoOo4vxRlEI7.X_w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NDc-/https://media.zenfs.com/en/barchart_com_477/619a505382fbba181d0114a4cb0c4b25,2025-07-21T12:08:48Z,"Bull and bear on a tablet_Image by Ice stocker via Shutterstock
New York-based Apollo Global Management, Inc. (APO) is a private equity firm specializing in investments in credit, private equity, in… [+2531 chars]"
36,"{'id': None, 'name': 'Prtimes.jp'}",,買い物をより便利に、楽しくしたPOP広告を表彰するアワード『日本プロモーショナル・マーケティングアワード 2025　～インストアマーケティング部門～』7月15日（火）よりエントリー募集開始！,"[一般社団法人 日本プロモーショナル・マーケティング協会]
News Release　　　　　　　　　　　　　　
2025年7月14日
[画像1: https://prcdn.freetls.fastly.net/release_image/146263/16/146263-16-9e08f8a8030c654417fb65ecaa7183a7-683x631.png?width=536&quality=...",https://prtimes.jp/main/html/rd/p/000000016.000146263.html,https://prcdn.freetls.fastly.net/release_image/146263/16/146263-16-9e08f8a8030c654417fb65ecaa7183a7-683x631.png?format=jpeg&auto=webp&fit=bounds&width=2400&height=1260,2025-07-14T01:40:03Z,"News Release
2025714
 2025715 2025
53JPM JPMPOP
JPM2019Shop! OMA Awards Shop! Environments AssociationShop! 2015POPAIAREShop!251,400OMA AwardsGlobal AwardsOMA AwardsOMA (Outstanding Merchandising… [+789 chars]"
37,"{'id': None, 'name': 'Voxeurop.eu'}",f_barca,The reality behind JP Morgan’s “net zero”: billions flow to Big Oil,The asset manager JP Morgan likes to promote “Paris-aligned” green investing. Yet its “green” funds have funnelled over $4 billion to the fossil-fuel majors. This situation betrays the firm’s promises while undermining the world’s effort to achieve net zero.,https://voxeurop.eu/en/green-finance-jpmorgan-net-zero-billions-big-oil/,https://voxeurop.eu/wp-content/uploads/2025/06/Screenshot-2025-06-26-alle-14.53.33.png,2025-06-27T08:14:47Z,"This article is reserved for our subscribers
Claim to be verified: The asset managers who sell ""green"" investment products in Europe are respecting the Paris Agreement on climate change.
Context: T… [+1395 chars]"
